Cannaregio
12.342968	45.4421574
12.3352432	45.4464029
12.3259735	45.4497749
12.316854	45.446433
12.3153305	45.4441748
12.3158026	45.4423833
12.3197293	45.4388301
12.3223472	45.4410735
12.326746	45.4424887
12.3308873	45.4419918
12.3360157	45.4393872
12.3362088	45.4385892
12.3377752	45.4382429
12.3386121	45.4389205
12.3406506	45.4385139
12.3418093	45.4407272
Castello
12.3411226	45.433244
12.3473454	45.4332741
12.3538685	45.4299914
12.3608637	45.4251725
12.363739	45.4238773
12.3699188	45.4265279
12.3636103	45.4334548
12.3650694	45.440682
12.3612928	45.4414649
12.3543406	45.4385441
12.3476672	45.4397335
12.3429894	45.4420219
12.3406506	45.4385139
12.3386121	45.4389205
12.3377752	45.4382429
12.3375392	45.4367072
12.3378825	45.4365114
12.3385906	45.4364813
12.3391056	45.4363759
12.3396635	45.4358037
12.3400497	45.435864
12.3403931	45.4354424
San_Marco
12.3362088	45.4385892
12.335608	45.4377159
12.3337626	45.4367373
12.3276687	45.4348702
12.3271537	45.4343281
12.3280549	45.4322652
12.3291707	45.4316478
12.3307586	45.4313467
12.3348141	45.4314822
12.3411226	45.433244
12.3403931	45.4354424
12.3400497	45.435864
12.3396635	45.4358037
12.3391056	45.4363759
12.3385906	45.4364813
12.3378825	45.4365114
12.3375392	45.4367072
12.3377752	45.4382429
San_Polo
12.3326683	45.4406745
12.3319763	45.4399744
12.3303723	45.4382881
12.3298252	45.438736
12.3294631	45.4386344
12.3291868	45.4384875
12.3281139	45.4392554
12.3275828	45.4389506
12.3271912	45.4389092
12.3261344	45.4388602
12.3256356	45.4384688
12.325024	45.4385252
12.3244554	45.4386871
12.3236883	45.4388979
12.3232216	45.4385403
12.3229802	45.4380811
12.3228943	45.4376294
12.3232055	45.4373094
12.3237526	45.4370836
12.3246109	45.4366319
12.3245841	45.4365189
12.32548	45.436199
12.3266441	45.4357736
12.3265958	45.4357586
12.3277009	45.4350584
12.3333979	45.4367749
12.3355329	45.4377762
12.3360479	45.4384311
12.3358011	45.4392442
12.3339987	45.4401249
12.3338485	45.439997
Dorsoduro
12.3096871	45.4317533
12.3118329	45.4306992
12.3063343	45.4265165
12.3075306	45.4261889
12.3121548	45.4246906
12.3146224	45.4251273
12.3169989	45.4254359
12.3189462	45.4247206
12.3224974	45.4235309
12.3274326	45.4233503
12.3326039	45.4229887
12.3384674	45.4231922
12.3408974	45.4244798
12.3416376	45.4264526
12.3415302	45.428448
12.3391914	45.4299613
12.3374319	45.4306992
12.337153	45.4311208
12.3302865	45.4312112
12.3285913	45.4317231
12.3275399	45.4324158
12.326982	45.4346745
12.3275614	45.4350509
12.3265958	45.4357586
12.3245841	45.4365189
12.3240638	45.4355026
12.3233342	45.4354574
12.3216176	45.4357285
12.3209095	45.436135
12.3201799	45.4362856
12.320416	45.4355026
12.3163176	45.4346895
12.3165536	45.4342378
12.3111248	45.4332741
12.3096871	45.4317533
Santa_Lucia
12.3014259	45.4391764
12.3017478	45.4347196
12.3088288	45.4318135
12.3096871	45.4317533
12.3111248	45.4332741
12.3165536	45.4342378
12.3163176	45.4346895
12.320416	45.4355026
12.3201799	45.4362856
12.3209095	45.436135
12.3216176	45.4357285
12.3233342	45.4354574
12.3240638	45.4355026
12.3245841	45.4365189
12.3240209	45.4367975
12.3232484	45.4371137
12.3228943	45.4376294
12.3228836	45.4384688
12.3238277	45.4389807
12.3253083	45.4383935
12.3261344	45.4388602
12.3275828	45.4389506
12.3281139	45.4392554
12.3291868	45.4384875
12.3294282	45.4387247
12.3298252	45.438736
12.3303723	45.4382881
12.3326683	45.4406745
12.3303938	45.4419768
12.3279905	45.4422779
12.326746	45.4422478
12.3233128	45.4412842
12.3223257	45.4408024
12.3198795	45.4386344
12.3166609	45.4415251
12.3149014	45.4419166
12.3099232	45.4438135
12.305932	45.4442953
